entity,area,relation
茶枝镰蛾,广东,主要发生地
茶枝镰蛾,四川,主要发生地
茶枝镰蛾,贵州,主要发生地
茶枝镰蛾,云南,主要发生地
茶枝镰蛾,湖北,主要发生地
茶枝镰蛾,台湾,主要发生地
茶材小蠹,海南,主要发生地
茶材小蠹,四川,主要发生地
茶材小蠹,福建,主要发生地
茶材小蠹,贵州,主要发生地
茶材小蠹,云南,主要发生地
茶材小蠹,台湾,主要发生地
茶天牛,江苏,主要发生地
茶天牛,安徽,主要发生地
茶天牛,浙江,主要发生地
茶天牛,江西,主要发生地
茶天牛,福建,主要发生地
茶天牛,湖南,主要发生地
茶天牛,广东,主要发生地
茶天牛,广西,主要发生地
茶天牛,台湾,主要发生地
茶天牛,贵州,主要发生地
茶天牛,云南,主要发生地
茶角胸叶甲,赣南,主要发生地
茶橙瘿螨,山东,主要发生地
茶橙瘿螨,江苏,主要发生地
茶橙瘿螨,安徽,主要发生地
茶橙瘿螨,浙江,主要发生地
茶橙瘿螨,江西,主要发生地
茶橙瘿螨,湖南,主要发生地
茶橙瘿螨,福建,主要发生地
茶橙瘿螨,广东,主要发生地
茶橙瘿螨,台湾,主要发生地
茶橙瘿螨,广西,主要发生地
茶橙瘿螨,四川,主要发生地
茶橙瘿螨,贵州,主要发生地
茶叶瘿螨,江苏,主要发生地
茶叶瘿螨,浙江,主要发生地
茶叶瘿螨,安徽,主要发生地
茶叶瘿螨,江西,主要发生地
茶叶瘿螨,福建,主要发生地
茶叶瘿螨,山东,主要发生地
茶叶瘿螨,湖北,主要发生地
茶叶瘿螨,湖南,主要发生地
茶叶瘿螨,广东,主要发生地
茶叶瘿螨,贵州,主要发生地
茶叶瘿螨,台湾,主要发生地
茶红螨,江西,主要发生地
茶红螨,云南,主要发生地
茶红螨,广东,主要发生地
茶红螨,广西,主要发生地
茶红螨,福建,主要发生地
茶红螨,台湾,主要发生地
茶短须螨,山东,主要发生地
茶短须螨,安徽,主要发生地
茶短须螨,浙江,主要发生地
茶短须螨,福建,主要发生地
茶短须螨,台湾,主要发生地
茶短须螨,湖南,主要发生地
茶短须螨,广东,主要发生地
茶短须螨,广西,主要发生地
茶棍蓟马,广西,主要发生地
茶棍蓟马,海南,主要发生地
茶棍蓟马,贵州,主要发生地
咖啡小爪螨,江西,主要发生地
咖啡小爪螨,云南,主要发生地
咖啡小爪螨,广东,主要发生地
咖啡小爪螨,广西,主要发生地
咖啡小爪螨,福建,主要发生地
咖啡小爪螨,台湾,主要发生地
烟草蛙眼病,湖南,主要发生地
烟草蛙眼病,河南,主要发生地
烟草蛙眼病,云南,主要发生地
烟草根黑腐病,云南,主要发生地
烟草根黑腐病,广西,主要发生地
烟草根黑腐病,贵州,主要发生地
烟草根黑腐病,山东,主要发生地
烟草根黑腐病,安徽,主要发生地
烟草根黑腐病,湖北,主要发生地
烟草根黑腐病,四川,主要发生地
烟草白绢病,贵州,主要发生地
烟草白绢病,湖南,主要发生地
烟草白绢病,湖北,主要发生地
烟草白绢病,广东,主要发生地
烟草白绢病,广西,主要发生地
烟草白绢病,浙江,主要发生地
烟草白绢病,安徽,主要发生地
烟草白绢病,山东,主要发生地
烟草枯萎病,湖北,主要发生地
烟草枯萎病,河南,主要发生地
烟草枯萎病,云南,主要发生地
烟草枯萎病,福建,主要发生地
烟草枯萎病,陕西,主要发生地
烟草枯萎病,辽宁,主要发生地
烟草枯萎病,吉林,主要发生地
烟草枯萎病,黑龙江,主要发生地
烟草枯萎病,台湾,主要发生地
烟草斑点病,福建,主要发生地
烟草斑点病,台湾,主要发生地
烟草斑点病,云南,主要发生地
烟草斑点病,广西,主要发生地
烟草斑点病,贵州,主要发生地
烟草斑点病,湖南,主要发生地
烟草斑点病,四川,主要发生地
烟草斑点病,湖北,主要发生地
烟草斑点病,安徽,主要发生地
烟草斑点病,河南,主要发生地
烟草斑点病,辽宁,主要发生地
烟草斑点病,吉林,主要发生地
烟草青枯病,广西,主要发生地
烟草青枯病,福建,主要发生地
烟草青枯病,湖南,主要发生地
烟草青枯病,湖北,主要发生地
烟草青枯病,四川,主要发生地
烟草青枯病,浙江,主要发生地
烟草青枯病,安徽,主要发生地
烟草野火病,吉林,主要发生地
烟草野火病,辽宁,主要发生地
烟草野火病,山东,主要发生地
烟草野火病,四川,主要发生地
烟草野火病,云南,主要发生地
烟草角斑病,河南,主要发生地
烟草角斑病,安徽,主要发生地
烟草角斑病,四川,主要发生地
烟草角斑病,贵州,主要发生地
烟草角斑病,云南,主要发生地
烟草角斑病,浙江,主要发生地
烟草角斑病,陕西,主要发生地
烟草角斑病,广西,主要发生地
烟草角斑病,辽宁,主要发生地
烟草角斑病,吉林,主要发生地
烟草角斑病,黑龙江,主要发生地
烟草角斑病,山东,主要发生地
烟草马铃薯Y病毒病,辽宁,主要发生地
烟草马铃薯Y病毒病,河南,主要发生地
烟草马铃薯Y病毒病,四川,主要发生地
烟草蚀纹病毒病,安徽,主要发生地
烟草蚀纹病毒病,辽宁,主要发生地
烟草蚀纹病毒病,广东,主要发生地
烟草蚀纹病毒病,贵州,主要发生地
烟草环斑病毒病,山东,主要发生地
烟草环斑病毒病,河南,主要发生地
烟草环斑病毒病,安徽,主要发生地
烟草环斑病毒病,辽宁,主要发生地
烟草环斑病毒病,黑龙江,主要发生地
烟草环斑病毒病,云南,主要发生地
烟草环斑病毒病,贵州,主要发生地
烟草环斑病毒病,福建,主要发生地
烟草环斑病毒病,湖南,主要发生地
烟草环斑病毒病,湖北,主要发生地
烟草环斑病毒病,陕西,主要发生地
烟草环斑病毒病,台湾,主要发生地
烟草普通花叶病毒病,吉林,主要发生地
烟草普通花叶病毒病,辽宁,主要发生地
烟草普通花叶病毒病,山东,主要发生地
烟草普通花叶病毒病,河南,主要发生地
烟草普通花叶病毒病,安徽,主要发生地
烟草普通花叶病毒病,湖北,主要发生地
烟草普通花叶病毒病,四川,主要发生地
烟草普通花叶病毒病,重庆,主要发生地
烟草普通花叶病毒病,贵州,主要发生地
烟草普通花叶病毒病,云南,主要发生地
烟草普通花叶病毒病,福建,主要发生地
烟草普通花叶病毒病,广东,主要发生地
烟草普通花叶病毒病,台湾,主要发生地
烟草甜菜曲顶病毒病,安徽,主要发生地
烟草甜菜曲顶病毒病,陕西,主要发生地
烟草曲叶病毒病,福建,主要发生地
烟草曲叶病毒病,台湾,主要发生地
烟草曲叶病毒病,云南,主要发生地
烟草曲叶病毒病,贵州,主要发生地
烟草曲叶病毒病,辽宁,主要发生地
烟草曲叶病毒病,吉林,主要发生地
烟草根结线虫病,重庆,主要发生地
烟草根结线虫病,河南,主要发生地
烟草根结线虫病,云南,主要发生地
烟草根结线虫病,广西,主要发生地
烟草根结线虫病,湖南,主要发生地
烟草根结线虫病,湖北,主要发生地
烟草气候斑点病,河南,主要发生地
烟草气候斑点病,福建,主要发生地
烟草气候斑点病,广东,主要发生地
烟草气候斑点病,山东,主要发生地
烟草气候斑点病,广西,主要发生地
烟草剑叶病,在山,主要发生地
烟草根褐腐线虫病,陕西,主要发生地
烟草根褐腐线虫病,山东,主要发生地
烟草根褐腐线虫病,安徽,主要发生地
菟丝子,河南,主要发生地
菟丝子,四川,主要发生地
菟丝子,山东,主要发生地
菟丝子,安徽,主要发生地
菟丝子,辽宁,主要发生地
菟丝子,吉林,主要发生地
菟丝子,黑龙江,主要发生地
烟草潜叶蛾,云南,主要发生地
烟草潜叶蛾,广西,主要发生地
烟草潜叶蛾,浙江,主要发生地
烟草蛀茎蛾,云南,主要发生地
烟草蛀茎蛾,海南,主要发生地
芝麻天蛾,北京,主要发生地
芝麻天蛾,河北,主要发生地
芝麻天蛾,河南,主要发生地
芝麻天蛾,山东,主要发生地
芝麻天蛾,山西,主要发生地
芝麻天蛾,陕西,主要发生地
芝麻天蛾,浙江,主要发生地
芝麻天蛾,江西,主要发生地
芝麻天蛾,湖北,主要发生地
芝麻天蛾,广东,主要发生地
芝麻天蛾,广西,主要发生地
芝麻天蛾,云南,主要发生地
烟青虫,河北,主要发生地
花生茎腐病,江苏,主要发生地
花生茎腐病,河南,主要发生地
花生茎腐病,河北,主要发生地
花生茎腐病,陕西,主要发生地
花生茎腐病,辽宁,主要发生地
花生茎腐病,安徽,主要发生地
花生茎腐病,海南,主要发生地
花生茎腐病,广东,主要发生地
花生青枯病,广东,主要发生地
花生青枯病,广西,主要发生地
花生青枯病,福建,主要发生地
花生青枯病,江西,主要发生地
花生青枯病,湖南,主要发生地
花生青枯病,湖北,主要发生地
花生青枯病,江苏,主要发生地
花生青枯病,安徽,主要发生地
花生青枯病,辽宁,主要发生地
花生青枯病,河北,主要发生地
花生普通花叶病,河南,主要发生地
花生普通花叶病,河北,主要发生地
花生普通花叶病,辽宁,主要发生地
花生普通花叶病,山东,主要发生地
油葫芦,安徽,主要发生地
油葫芦,江苏,主要发生地
油葫芦,浙江,主要发生地
油葫芦,江西,主要发生地
油葫芦,福建,主要发生地
油葫芦,河北,主要发生地
油葫芦,山东,主要发生地
油葫芦,山西,主要发生地
油葫芦,广东,主要发生地
油葫芦,广西,主要发生地
油葫芦,贵州,主要发生地
油葫芦,云南,主要发生地
油葫芦,西藏,主要发生地
油葫芦,海南,主要发生地
油菜黑胫病,浙江,主要发生地
油菜黑胫病,安徽,主要发生地
油菜黑胫病,江西,主要发生地
油菜黑胫病,湖北,主要发生地
油菜黑胫病,湖南,主要发生地
油菜黑胫病,四川,主要发生地
油菜细菌性黑斑病,湖北,主要发生地
油菜细菌性黑斑病,湖南,主要发生地
油菜细菌性黑斑病,云南,主要发生地
油菜细菌性黑斑病,广东,主要发生地
黑缝油菜叶甲,河北,主要发生地
黑缝油菜叶甲,山西,主要发生地
黑缝油菜叶甲,陕西,主要发生地
黑缝油菜叶甲,甘肃,主要发生地
黑缝油菜叶甲,山东,主要发生地
黑缝油菜叶甲,江苏,主要发生地
芝麻疫病,江西,主要发生地
芝麻疫病,河南,主要发生地
芝麻疫病,山东,主要发生地
芝麻枯萎病,河南,主要发生地
芝麻枯萎病,湖北,主要发生地
芝麻枯萎病,江西,主要发生地
芝麻枯萎病,河北,主要发生地
芝麻枯萎病,山西,主要发生地
芝麻枯萎病,陕西,主要发生地
芝麻枯萎病,新疆,主要发生地
芝麻枯萎病,吉林,主要发生地
芝麻白粉病,吉林,主要发生地
芝麻白粉病,山东,主要发生地
芝麻白粉病,河南,主要发生地
芝麻白粉病,山西,主要发生地
芝麻白粉病,陕西,主要发生地
芝麻白粉病,湖北,主要发生地
芝麻白粉病,湖南,主要发生地
芝麻白粉病,江苏,主要发生地
芝麻白粉病,江西,主要发生地
芝麻白粉病,云南,主要发生地
芝麻白粉病,广东,主要发生地
芝麻黑斑病,河北,主要发生地
芝麻黑斑病,吉林,主要发生地
芝麻黑斑病,辽宁,主要发生地
芝麻褐斑病,吉林,主要发生地
芝麻褐斑病,河南,主要发生地
芝麻褐斑病,四川,主要发生地
芝麻青枯病,江西,主要发生地
芝麻青枯病,广西,主要发生地
芝麻青枯病,四川,主要发生地
向日葵叶枯病,山东,主要发生地
向日葵叶枯病,湖北,主要发生地
向日葵黑斑病,辽宁,主要发生地
蓖麻灰斑病,吉林,主要发生地
蓖麻灰斑病,辽宁,主要发生地
蓖麻灰斑病,河北,主要发生地
蓖麻灰斑病,河南,主要发生地
蓖麻灰斑病,安徽,主要发生地
蓖麻灰斑病,江苏,主要发生地
蓖麻灰斑病,四川,主要发生地
蓖麻灰斑病,云南,主要发生地
蓖麻灰斑病,广西,主要发生地
蓖麻灰斑病,广东,主要发生地
蓖麻灰斑病,福建,主要发生地
蓖麻灰斑病,台湾,主要发生地
蓖麻黑斑病,黑龙江,主要发生地
蓖麻黑斑病,吉林,主要发生地
蓖麻黑斑病,辽宁,主要发生地
蓖麻黑斑病,河北,主要发生地
蓖麻黑斑病,河南,主要发生地
蓖麻黑斑病,山东,主要发生地
蓖麻黑斑病,山西,主要发生地
蓖麻黑斑病,甘肃,主要发生地
蓖麻黑斑病,四川,主要发生地
蓖麻黑斑病,湖北,主要发生地
蓖麻黑斑病,广西,主要发生地
蓖麻黑斑病,台湾,主要发生地
蓖麻枯萎病,陕西,主要发生地
蓖麻枯萎病,广西,主要发生地
甘蔗凤梨病,广东,主要发生地
甘蔗凤梨病,广西,主要发生地
甘蔗凤梨病,云南,主要发生地
甘蔗凤梨病,四川,主要发生地
甘蔗凤梨病,福建,主要发生地
甘蔗凤梨病,江西,主要发生地
甘蔗凤梨病,台湾,主要发生地
甘蔗黄斑病,广东,主要发生地
甘蔗黄斑病,广西,主要发生地
甘蔗黄斑病,四川,主要发生地
甘蔗黄斑病,云南,主要发生地
甘蔗黄斑病,福建,主要发生地
甘蔗黄斑病,浙江,主要发生地
甘蔗黄斑病,江西,主要发生地
甘蔗黄斑病,台湾,主要发生地
甘蔗眼斑病,江西,主要发生地
甘蔗眼斑病,湖南,主要发生地
甘蔗眼斑病,福建,主要发生地
甘蔗眼斑病,台湾,主要发生地
甘蔗眼斑病,广东,主要发生地
甘蔗眼斑病,广西,主要发生地
甘蔗眼斑病,云南,主要发生地
甘蔗眼斑病,四川,主要发生地
甘蔗梢腐病,广西,主要发生地
甘蔗梢腐病,福建,主要发生地
甘蔗梢腐病,台湾,主要发生地
甘蔗梢腐病,云南,主要发生地
甘蔗梢腐病,四川,主要发生地
甘蔗梢腐病,江西,主要发生地
甘蔗花叶病,广东,主要发生地
甘蔗褪绿条纹病,广西,主要发生地
甘蔗褪绿条纹病,云南,主要发生地
甘蔗长蝽,福建,主要发生地
甘蔗长蝽,江西,主要发生地
甘蔗长蝽,台湾,主要发生地
甘蔗长蝽,广东,主要发生地
甘蔗长蝽,广西,主要发生地
甘蔗扁角飞虱,台湾,主要发生地
甘蔗扁角飞虱,云南,主要发生地
甘蔗扁角飞虱,贵州,主要发生地
食根缘齿天牛,广东,主要发生地
食根缘齿天牛,广西,主要发生地
食根缘齿天牛,云南,主要发生地
甘蔗灰粉蚧,福建,主要发生地
甘蔗灰粉蚧,四川,主要发生地
棉双斜卷蛾,华北,主要发生地
棉双斜卷蛾,华东,主要发生地
棉双斜卷蛾,中南,主要发生地
焦条丽夜蛾,山东,主要发生地
焦条丽夜蛾,河北,主要发生地
焦条丽夜蛾,陕西,主要发生地
焦条丽夜蛾,台湾,主要发生地
焦条丽夜蛾,广东,主要发生地
焦条丽夜蛾,广西,主要发生地
焦条丽夜蛾,云南,主要发生地
焦条丽夜蛾,西藏,主要发生地
棉红蝽,湖北,主要发生地
棉红蝽,福建,主要发生地
棉红蝽,广东,主要发生地
棉红蝽,广西,主要发生地
棉红蝽,云南,主要发生地
棉红蝽,四川,主要发生地
棉红蝽,海南,主要发生地
棉红蝽,台湾,主要发生地
棉小卵象,陕西,主要发生地
棉小卵象,河北,主要发生地
棉小卵象,江苏,主要发生地
棉小卵象,浙江,主要发生地
棉小卵象,四川,主要发生地
棉小卵象,广东,主要发生地
棉小卵象,福建,主要发生地
棉尖象,河北,主要发生地
棉尖象,山西,主要发生地
棉尖象,陕西,主要发生地
棉尖象,河南,主要发生地
棉尖象,山东,主要发生地
棉尖象,江苏,主要发生地
棉尖象,安徽,主要发生地
棉四点叶甲,福建,主要发生地
棉四点叶甲,云南,主要发生地
棉四点叶甲,广西,主要发生地
棉四点叶甲,广东,主要发生地
棉四点叶甲,四川,主要发生地
棉四点叶甲,西藏,主要发生地
黄肩绿蝽,河北,主要发生地
黄肩绿蝽,安徽,主要发生地
黄肩绿蝽,江西,主要发生地
黄肩绿蝽,湖北,主要发生地
黄肩绿蝽,湖南,主要发生地
黄肩绿蝽,四川,主要发生地
黄肩绿蝽,福建,主要发生地
黄肩绿蝽,贵州,主要发生地
黄肩绿蝽,云南,主要发生地
油葫芦,东北,主要发生地
油葫芦,河南,主要发生地
油葫芦,四川,主要发生地
油葫芦,湖南,主要发生地
油葫芦,台湾,主要发生地
亚麻斑点病,吉林,主要发生地
亚麻斑点病,山西,主要发生地
亚麻斑点病,河北,主要发生地
大麻霜霉病,华北,主要发生地
大麻霜霉病,东北,主要发生地
大麻霜霉病,云南,主要发生地
大麻白星病,吉林,主要发生地
大麻白星病,辽宁,主要发生地
大麻白星病,新疆,主要发生地
大麻白星病,河北,主要发生地
大麻白星病,山东,主要发生地
大麻白星病,甘肃,主要发生地
大麻白星病,贵州,主要发生地
大麻白星病,台湾,主要发生地
苎麻角斑病,四川,主要发生地
苎麻角斑病,广东,主要发生地
苎麻角斑病,广西,主要发生地
苎麻角斑病,台湾,主要发生地
大豆锈病,湖北,主要发生地
大豆锈病,江西,主要发生地
大豆锈病,云南,主要发生地
大豆锈病,安徽,主要发生地
大豆锈病,江苏,主要发生地
大豆锈病,福建,主要发生地
大豆锈病,台湾,主要发生地
大豆锈病,海南,主要发生地
大豆锈病,广西,主要发生地
大豆褐斑病,东北,主要发生地
大豆褐斑病,四川,主要发生地
大豆褐斑病,河南,主要发生地
大豆褐斑病,山东,主要发生地
大豆褐斑病,江苏,主要发生地
大豆黑点病,东北,主要发生地
大豆黑点病,河南,主要发生地
大豆黑点病,山东,主要发生地
大豆黑点病,江苏,主要发生地
大豆黑点病,湖北,主要发生地
大豆黑点病,四川,主要发生地
大豆黑点病,云南,主要发生地
大豆叶斑病,四川,主要发生地
大豆叶斑病,河南,主要发生地
大豆叶斑病,山东,主要发生地
大豆叶斑病,江苏,主要发生地
大豆褐纹病,吉林,主要发生地
大豆褐纹病,辽宁,主要发生地
大豆褐纹病,山东,主要发生地
大豆褐纹病,四川,主要发生地
大豆褐纹病,河南,主要发生地
大豆褐纹病,江苏,主要发生地
豆秆黑潜蝇,河南,主要发生地
豆秆黑潜蝇,江苏,主要发生地
豆秆黑潜蝇,安徽,主要发生地
豆秆黑潜蝇,浙江,主要发生地
豆秆黑潜蝇,江西,主要发生地
豆秆黑潜蝇,湖南,主要发生地
豆秆黑潜蝇,贵州,主要发生地
豆秆黑潜蝇,甘肃,主要发生地
豆秆黑潜蝇,广西,主要发生地
豆秆黑潜蝇,云南,主要发生地
豆秆黑潜蝇,福建,主要发生地
豆秆黑潜蝇,台湾,主要发生地
豆根蛇潜蝇,吉林,主要发生地
豆根蛇潜蝇,辽宁,主要发生地
豆根蛇潜蝇,山东,主要发生地
豆根蛇潜蝇,河北,主要发生地
豆叶东潜蝇,北京,主要发生地
豆叶东潜蝇,河南,主要发生地
豆叶东潜蝇,河北,主要发生地
豆叶东潜蝇,山东,主要发生地
豆叶东潜蝇,江苏,主要发生地
豆叶东潜蝇,福建,主要发生地
豆叶东潜蝇,四川,主要发生地
豆叶东潜蝇,陕西,主要发生地
豆叶东潜蝇,广东,主要发生地
豆叶东潜蝇,云南,主要发生地
斑背安缘蝽,山东,主要发生地
斑背安缘蝽,河南,主要发生地
斑背安缘蝽,安徽,主要发生地
斑背安缘蝽,江苏,主要发生地
斑背安缘蝽,浙江,主要发生地
斑背安缘蝽,四川,主要发生地
斑背安缘蝽,贵州,主要发生地
斑背安缘蝽,云南,主要发生地
斑背安缘蝽,福建,主要发生地
斑背安缘蝽,江西,主要发生地
斑背安缘蝽,西藏,主要发生地
豆叶螨,北京,主要发生地
玉米铁甲,贵州,主要发生地
禾蓟马,蒙古,主要发生地
禾蓟马,辽宁,主要发生地
禾蓟马,福建,主要发生地
禾蓟马,广东,主要发生地
禾蓟马,广西,主要发生地
禾蓟马,四川,主要发生地
禾蓟马,云南,主要发生地
禾蓟马,西藏,主要发生地
禾蓟马,陕西,主要发生地
禾蓟马,甘肃,主要发生地
禾蓟马,青海,主要发生地
禾蓟马,宁夏,主要发生地
禾蓟马,新疆,主要发生地
禾蓟马,江西,主要发生地
禾蓟马,河南,主要发生地
高粱坚黑穗病,山东,主要发生地
高粱柱黑粉病,吉林,主要发生地
高粱柱黑粉病,辽宁,主要发生地
高粱柱黑粉病,河北,主要发生地
高粱柱黑粉病,甘肃,主要发生地
高粱细菌性条纹病,河北,主要发生地
高粱细菌性条纹病,山西,主要发生地
高粱细菌性条纹病,山东,主要发生地
高粱细菌性条纹病,河南,主要发生地
高粱细菌性条纹病,江苏,主要发生地
高粱细菌性红条病,河南,主要发生地
高粱细菌性红条病,山东,主要发生地
高粱细菌性红条病,江苏,主要发生地
高粱细菌性红条病,湖北,主要发生地
高粱细菌性斑点病,吉林,主要发生地
高粱细菌性斑点病,湖南,主要发生地
高粱细菌性斑点病,云南,主要发生地
谷类大蚊,东北,主要发生地
谷类大蚊,华北,主要发生地
谷类大蚊,西北,主要发生地
粟细菌性褐斑条斑病,河北,主要发生地
粟细菌性褐斑条斑病,河南,主要发生地
粟细菌性褐斑条斑病,山东,主要发生地
粟细菌性褐斑条斑病,江苏,主要发生地
粟细菌性褐斑条斑病,湖北,主要发生地
粟墨黑粉病,辽宁,主要发生地
粟墨黑粉病,河北,主要发生地
粟细菌性条斑病,河北,主要发生地
粟细菌性条斑病,河南,主要发生地
粟细菌性条斑病,山东,主要发生地
粟细菌性条斑病,江苏,主要发生地
粟细菌性条斑病,湖北,主要发生地
甘薯茎螟,福建,主要发生地
甘薯茎螟,台湾,主要发生地
甘薯茎螟,广东,主要发生地
甘薯茎螟,海南,主要发生地
甘薯茎螟,广西,主要发生地
甘薯茎螟,云南,主要发生地
甘薯根腐病,河北,主要发生地
甘薯根腐病,河南,主要发生地
甘薯根腐病,江苏,主要发生地
甘薯根腐病,安徽,主要发生地
甘薯根腐病,湖南,主要发生地
甘薯根腐病,湖北,主要发生地
甘薯根腐病,陕西,主要发生地
甘薯紫纹羽病,浙江,主要发生地
甘薯紫纹羽病,福建,主要发生地
甘薯紫纹羽病,江苏,主要发生地
甘薯紫纹羽病,山东,主要发生地
甘薯紫纹羽病,河北,主要发生地
甘薯紫纹羽病,河南,主要发生地
甘薯蚁象甲,江西,主要发生地
甘薯蚁象甲,湖南,主要发生地
甘薯蚁象甲,贵州,主要发生地
甘薯蚁象甲,台湾,主要发生地
甘薯蚁象甲,海南,主要发生地
甘薯蚁象甲,广东,主要发生地
甘薯蚁象甲,广西,主要发生地
甘薯蚁象甲,云南,主要发生地
甘薯蚁象甲,福建,主要发生地
甘薯蜡龟甲,福建,主要发生地
甘薯蜡龟甲,台湾,主要发生地
甘薯蜡龟甲,广东,主要发生地
甘薯蜡龟甲,广西,主要发生地
甘薯蜡龟甲,贵州,主要发生地
甘薯蜡龟甲,四川,主要发生地
甘薯蜡龟甲,湖北,主要发生地
甘薯蜡龟甲,浙江,主要发生地
甘薯蜡龟甲,江苏,主要发生地
笨蝗,东北,主要发生地
笨蝗,内蒙,主要发生地
笨蝗,河北,主要发生地
笨蝗,河南,主要发生地
笨蝗,山西,主要发生地
笨蝗,山东,主要发生地
笨蝗,江苏,主要发生地
笨蝗,安徽,主要发生地
笨蝗,宁夏,主要发生地
笨蝗,陕西,主要发生地
笨蝗,武威,主要发生地
笨蝗,兰州,主要发生地
笨蝗,庆阳,主要发生地
笨蝗,正宁,主要发生地
笨蝗,平凉,主要发生地
马铃薯青枯病,四川,主要发生地
马铃薯青枯病,贵州,主要发生地
马铃薯青枯病,云南,主要发生地
马铃薯青枯病,广东,主要发生地
马铃薯青枯病,福建,主要发生地
马铃薯青枯病,台湾,主要发生地
马铃薯青枯病,江西,主要发生地
马铃薯青枯病,江苏,主要发生地
马铃薯青枯病,浙江,主要发生地
马铃薯青枯病,上海,主要发生地
马铃薯青枯病,安徽,主要发生地
马铃薯青枯病,河南,主要发生地
马铃薯青枯病,北京,主要发生地
马铃薯青枯病,天津,主要发生地
马铃薯青枯病,辽宁,主要发生地
黄胫小车蝗,河北,主要发生地
麦穗夜蛾,甘肃,主要发生地
麦穗夜蛾,青海,主要发生地
麦茎谷蛾,山东,主要发生地
麦茎谷蛾,河北,主要发生地
麦茎谷蛾,江苏,主要发生地
麦茎谷蛾,甘肃,主要发生地
绿翅脊萤叶甲,四川,主要发生地
绿翅脊萤叶甲,西藏,主要发生地
玉米褐斑病,山东,主要发生地
玉米褐斑病,安徽,主要发生地
玉米疯顶病,甘肃,主要发生地
玉米疯顶病,新疆,主要发生地
玉米疯顶病,四川,主要发生地
玉米疯顶病,河北,主要发生地
玉米疯顶病,北京,主要发生地
玉米疯顶病,江苏,主要发生地
玉米疯顶病,山西,主要发生地
玉米疯顶病,山东,主要发生地
玉米疯顶病,台湾,主要发生地
玉米圆斑病,吉林,主要发生地
玉米圆斑病,辽宁,主要发生地
玉米圆斑病,河北,主要发生地
玉米干腐病,安徽,主要发生地
玉米干腐病,四川,主要发生地
玉米干腐病,广东,主要发生地
玉米干腐病,云南,主要发生地
玉米干腐病,贵州,主要发生地
玉米干腐病,湖南,主要发生地
玉米干腐病,湖北,主要发生地
玉米干腐病,浙江,主要发生地
银锭夜蛾,东北,主要发生地
银锭夜蛾,华北,主要发生地
银锭夜蛾,华东,主要发生地
银锭夜蛾,西北,主要发生地
向日葵褐斑病,吉林,主要发生地
向日葵褐斑病,辽宁,主要发生地
向日葵褐斑病,河北,主要发生地
向日葵褐斑病,甘肃,主要发生地
向日葵褐斑病,江西,主要发生地
向日葵褐斑病,广西,主要发生地
向日葵褐斑病,云南,主要发生地
向日葵细菌性叶斑病,广西,主要发生地
向日葵细菌性叶斑病,湖北,主要发生地
向日葵细菌性叶斑病,江苏,主要发生地
向日葵细菌性叶斑病,山东,主要发生地
向日葵细菌性叶斑病,河南,主要发生地
向日葵细菌性叶斑病,河北,主要发生地
向日葵细菌性叶斑病,辽宁,主要发生地
向日葵细菌性叶斑病,吉林,主要发生地
葱黄寡毛跳甲,吉林,主要发生地
葱黄寡毛跳甲,河北,主要发生地
葱黄寡毛跳甲,山西,主要发生地
葱黄寡毛跳甲,江苏,主要发生地
葱黄寡毛跳甲,安徽,主要发生地
韭菜迟眼蕈蚊,湖北,主要发生地
韭菜迟眼蕈蚊,浙江,主要发生地
黄星蝗,海南,主要发生地
黄星蝗,广西,主要发生地
黄星蝗,贵州,主要发生地
黄星蝗,云南,主要发生地
黄星蝗,四川,主要发生地
水稻云形病,广东,主要发生地
水稻云形病,江西,主要发生地
水稻云形病,湖南,主要发生地
水稻云形病,浙江,主要发生地
水稻云形病,江苏,主要发生地
水稻云形病,上海,主要发生地
水稻云形病,安徽,主要发生地
水稻紫鞘病,广西,主要发生地
水稻紫鞘病,广东,主要发生地
水稻紫鞘病,湖南,主要发生地
水稻紫鞘病,湖北,主要发生地
水稻紫鞘病,安徽,主要发生地
水稻紫鞘病,江苏,主要发生地
水稻紫鞘病,浙江,主要发生地
水稻紫鞘病,江西,主要发生地
水稻紫鞘病,贵州,主要发生地
水稻细菌性条斑病,江苏,主要发生地
水稻细菌性条斑病,安徽,主要发生地
水稻细菌性条斑病,湖南,主要发生地
水稻细菌性条斑病,湖北,主要发生地
水稻细菌性条斑病,云南,主要发生地
水稻细菌性条斑病,贵州,主要发生地
水稻根结线虫病,广西,主要发生地
水稻根结线虫病,海南,主要发生地
水稻根结线虫病,云南,主要发生地
稻切叶野螟,浙江,主要发生地
稻切叶野螟,福建,主要发生地
稻切叶野螟,江西,主要发生地
稻切叶野螟,湖南,主要发生地
稻切叶野螟,湖北,主要发生地
稻切叶野螟,广东,主要发生地
稻切叶野螟,广西,主要发生地
稻潜叶蝇,东北,主要发生地
稻潜叶蝇,华北,主要发生地
稻潜叶蝇,浙江,主要发生地
大稻缘蝽,广西,主要发生地
大稻缘蝽,海南,主要发生地
大稻缘蝽,云南,主要发生地
大稻缘蝽,台湾,主要发生地
黑尾叶蝉,江苏,主要发生地
黑尾叶蝉,安徽,主要发生地
黑尾叶蝉,浙江,主要发生地
黑尾叶蝉,湖南,主要发生地
黑尾叶蝉,湖北,主要发生地
黑尾叶蝉,福建,主要发生地
黑尾叶蝉,广东,主要发生地
黑尾叶蝉,广西,主要发生地
